Feature1,Feature2,Target
-0.8214513262478633,1.2268313519013567,0.0
0.6093249872200643,-0.6662125084045203,1.0
0.5603444449750288,-0.16040087127162067,0.0
-0.48858854182386036,0.9354730844770291,0.0
1.503491463532713,-0.12570861809942743,1.0
0.3720997046170058,0.8668541911886076,0.0
0.7992279587888516,0.5550950151875661,0.0
1.2161849262211626,0.016986601331859197,0.0
0.19206624020869992,0.7853590213352116,0.0
0.8729866989250215,0.3436556854863847,0.0
1.7555446940299433,-0.0688083073069558,1.0
-1.1756673258933168,0.3878868472315531,0.0
0.6879396856343772,0.6454425597032326,0.0
0.9972592413220116,0.13088092113719252,0.0
0.12152580742540352,-0.23264432822756514,1.0
-0.9940301289753765,0.6586222534921797,0.0
-0.3662351396318903,1.0057647935344447,0.0
1.6858687978405604,0.05365616740068366,1.0
0.9671561382404033,0.33710068821338446,0.0
0.9692646611015286,0.5257329250010252,0.0
0.983046767032056,0.8533028884071849,0.0
1.8162866726330347,-0.0183104323707065,1.0
0.3680599535981355,-0.2790641235672341,1.0
-0.782188878307956,0.05944557426764427,0.0
1.6768646919423966,-0.7590689381747697,1.0
0.39563286970418116,0.04621187527022891,1.0
-0.1721764000295321,1.2323204115274236,0.0
1.8343142036285882,0.2689409007699121,1.0
0.2767666015225896,0.42581699433089193,1.0
0.3977614830862966,0.11586853959000132,1.0
1.7161389201673525,0.08131595149829404,1.0
1.050777329113301,-0.6348388256567199,1.0
0.810366539381484,-0.5980208813593906,1.0
0.3943536800829547,1.3006490280677485,0.0
-0.8052856164253368,0.742380878217011,0.0
1.144793457832706,-0.1564185981981312,0.0
0.22429924561002773,-0.45859820647045846,1.0
-1.0423751510658426,0.4977893543243827,0.0
1.76998512308282,0.03510966755118988,1.0
-1.1735771437403566,0.5072220008920836,0.0
-1.098133566262823,0.4517637210068175,0.0
0.5155085299028742,0.582698602203662,0.0
0.9374075520011773,0.024020985834149328,0.0
0.15586736980906413,0.17468682551004083,1.0
1.3700096055984696,-0.5152436262472394,1.0
0.3375600515840549,-0.5289842431081343,1.0
2.0114714632076076,-0.07061661094538252,1.0
